Time,Food ,Beer ,Smoke,Games,Books,Hshld,Clths,Hlth ,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal ,Oil  ,Util ,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin  ,Other
193411,7.16,20.08,9.01,13.59,16.88,12.14,6.49,4.06,8.8,15.67,14.88,13.07,21.65,15.57,17.64,21,-1.01,5.33,7.05,-0.26,-1.74,2.32,10.18,8.01,5.71,11.66,9.58,10.48,8.69,15.21
193412,0.04,2.09,-2.91,-0.84,1.51,0.64,3.39,0.61,-0.35,-4.46,0.79,4.15,8.34,5.4,3.55,1.12,2.26,1.18,0.66,-8.67,-0.6,-36.99,0.67,4.44,-0.37,3.46,-1.22,4.24,1.42,-0.46
193501,-0.38,-8.28,-2.2,-7.49,-3.73,1.63,-0.96,-0.87,-1.41,-2.05,-3.13,-5.77,-0.84,2.66,-9.16,-2.75,-5.48,-7.61,-4.32,-3.17,-0.47,-11.51,-1.63,1.27,-7.62,-10.68,-5.21,-5.05,-4.97,-5.9
193502,2.9,1.7,0.77,-4.75,-3.13,5.81,-0.96,4.23,-0.06,-5.37,-4,-6.79,0.53,-2.26,-3.43,-8.5,-1.17,-9.44,-3.24,-12.18,1.02,7.47,4.72,5.8,-6.77,-2.36,-0.57,-2.93,-1.68,-2.36
193503,-3.88,-0.98,-5.9,-4.65,-2.26,-6.94,-2.83,-3.15,-3.05,-9.72,-6.91,-4.16,-6.96,-6.18,-6.3,-8.52,3.88,-11.26,-3.68,12.33,-0.73,-2.14,-0.61,-2.34,-9.08,-8.07,-4.3,-3.45,-1.86,-5.21
193504,3.98,-3.64,9.01,9.86,10.39,5.9,4.59,3.17,8.7,6.14,10.83,14.25,9.13,9.08,5.42,-0.14,9.1,8.21,15.6,11.13,9.12,1.6,12.12,3.98,9.65,2.88,6.67,-4.65,6.29,8.06
193505,0.26,-1.63,2.17,12.58,2.62,-0.98,2.06,-4.03,3.07,1.45,3.37,-0.32,2.86,3.69,2.74,1.96,3.9,-7.24,3.68,13.75,8.37,7.71,0.93,2.65,2.49,-1.72,2.6,1.08,5.7,3.7
193506,6.55,10.81,4.39,9.31,3.41,3.04,2.06,4.08,6.23,7.88,7.98,2.84,11.85,9.09,10.03,7.56,-0.17,4.65,1.45,9.1,5.34,0.89,7.07,10.53,7.51,0.95,6.35,4.52,7.32,4.54
193507,-0.33,2.1,7.55,3.72,2.78,7.9,4.26,3.18,4.96,9.86,12.58,19.84,15.45,14.09,18.64,15.63,1.37,6.72,0.03,9.21,5.73,1.88,1.81,5.76,8.89,0.75,7.6,2.85,7.98,4.41
193508,-3.43,9.7,-0.08,13.14,-2.61,1.56,-1,0.28,5.1,1.21,1.23,6.52,2.37,4.63,8.78,-2.16,4.76,2.26,-1.96,7.2,4.06,15.03,0.45,-2.99,1.07,13.2,2.96,5.46,5.65,0.73
193509,0.98,7.99,1.53,10.22,1.17,0.24,0.15,1.1,7,15.52,2.61,4.11,5.85,8.4,10.91,-5.62,0.36,-0.11,-3.39,-2.04,4.27,1,6.4,2.58,1.04,3.28,-0.67,2.69,-1.82,4.14
193510,5.96,16.01,1.57,3.68,13.49,0.52,3.21,5.96,3.98,7.11,13.78,5.76,8.22,8.05,13.65,7.42,-1.08,-4.42,13.8,14.12,3.1,73.53,10.32,4.37,-0.88,5.32,1.1,5.81,7.98,6.92
193511,2.01,-2.44,-0.52,14.27,12.1,-3.06,2.25,1.72,2.4,1.42,5.37,7.33,5.23,8.41,3.63,13.3,9.96,11.07,2.65,0.8,9.7,9.45,0.5,0.74,14.68,11.78,2.58,16.44,12.68,9.66
193512,4.02,-1.4,-0.36,2.01,1.16,4.7,2.38,2.34,1.12,3.64,9.2,4.57,3.9,4.46,6.25,12.3,7.44,-0.65,14.29,5.61,-0.17,0.22,1.39,-4.26,3.04,0.41,-1.09,1.71,5.46,1.64
193601,3.34,-6.62,3.33,13.34,4.74,2.15,4.04,3.45,5.45,9.15,7.35,6.75,7.98,7.4,4.09,9.21,10.05,8.13,14.12,12.52,4.16,1.31,4.41,-5.64,15.53,7.76,-3.32,18.51,6.51,-0.19
193602,2.52,9.12,-3.26,2.21,-3.19,-1.15,4.35,3.44,2.94,0.75,5.55,10.43,6.64,-0.88,3.96,7.37,2.9,8.97,1.15,-6.6,6.56,0.74,3.15,-0.37,4.68,-2.34,0.9,6.24,-0.83,-3.68
193603,-1.27,-0.74,-4.12,-5.4,6.26,2.99,-1.37,3.5,2.83,1.55,-0.71,1.83,7.8,-0.57,10.26,-0.76,-4.14,-6.02,1.83,0.62,-3.39,-6.9,1.04,0.86,-2.89,-0.97,1.09,3.95,-2.3,1.2
193604,-4.58,-10.09,-2.57,-11.9,-11.52,-10.5,-5.95,-9.21,-6.53,-11.14,-11.38,-10.9,-10.74,-9.43,-9.89,-12.45,-5.54,-13.4,-10.26,-8.36,-5.68,-0.38,-6.94,-1.92,-7.49,-11.85,-5.04,-11.39,-7.57,-6.53
193605,6.14,-2,4.7,-1.47,-0.26,-1.95,1.58,4.78,6.39,2.99,4.69,6.6,8.12,6.75,4.1,12.12,3.63,2.73,-0.63,9.5,6.44,5.74,1.87,3.1,6.67,8.55,6.66,5.76,13.01,1.07
193606,2.95,-4.59,2.66,3.75,-4.47,5.87,-0.53,1.26,3.66,0.45,0.19,-1.14,1.56,0.84,6.78,-1.51,-2.9,-1.54,1.74,3.59,2.4,-3.3,2.25,0.4,2,2.99,5.36,1.49,3.63,-4.84
193607,2.41,6.85,3.04,13.3,4.16,2.18,1.21,4.64,9.04,8,9.76,10.55,1.46,14.49,5.03,11,5.67,8.3,4.69,11.58,2.43,-26.45,6.68,-1.38,12.34,9.29,6.05,9.63,7.17,-0.96
193608,1,8.8,-0.01,8,6.28,2.03,-1.91,-1.5,-1.42,0.83,1.59,6.27,1.04,4.24,-0.42,3.46,2.47,5.01,-0.76,-1.05,1.74,2.92,-1.96,-2.82,2.02,3.8,2.45,2.28,0.2,0.99
193609,-1.44,1.63,-0.79,3.81,0.8,2.86,0.44,0.76,1.88,6.12,-0.49,1.3,4,-2.43,3.23,6.17,-3,4.49,1.34,-2.06,0.32,15.01,1.68,1.97,0.83,3.52,2.76,8.55,2.3,2.55
193610,4.32,2.8,1.25,8.05,4.12,12.3,2.51,3.76,5.58,8.27,6.82,12.59,8.13,6.58,5.2,-0.65,23.23,-0.38,12.63,5.7,5.07,1.75,3.67,3.69,6.6,7,11.36,4.88,5.46,2.22
193611,4.61,7.94,3.22,12.51,0.84,2.83,4.05,3.39,4.79,11.72,8.84,4.64,5.71,5.55,-0.91,7.54,2.97,4.15,1.44,-2.87,3.86,6.04,5.34,3.22,-3.76,17.41,10.96,9.82,5.97,7.23
193612,-0.63,-5.63,-2.85,4.28,-0.77,4.18,1.62,-2.04,-2.23,-0.79,1.67,4.5,5.12,3.25,-7.37,6.9,1.58,0.02,9.36,-1.63,-0.4,1.27,1.1,-0.64,-2.04,-1.78,-8.29,-4.92,-2.63,4.94
193701,2.37,1.47,2.63,3.35,1.83,12.71,0.43,3.46,1.68,5.01,7.96,6.2,4.3,12.22,7.29,4.94,0.04,2.29,2.4,2.6,-0.86,0.81,-0.55,-0.82,1.18,4.88,-0.04,0.85,0.46,4.89
193702,2.23,6.65,-1.9,1.04,-2.23,-2.09,1.7,-3.74,-0.73,-1.13,-2.91,10.77,-0.33,-2.34,-0.19,0.12,11.8,0.24,1.48,-4.21,-3.08,10.95,1.51,-2.01,5.89,-4.03,3.08,4.66,-0.39,5.47
193703,2.22,4.11,-6.74,0.98,-8.23,-0.38,-2.2,-5.04,-2.25,-4.55,-0.18,5.79,-0.49,-4.89,-3.07,-4.41,6.12,6.45,3.34,-6.33,-2.1,-3.41,-3.44,3.31,5.23,3.79,-2.8,-4.43,-3.64,-2.48
193704,-7.31,-9.08,-4.17,-5.04,-10.83,-1.59,-3.35,-3.35,-4.67,-8.48,-9.79,-15.41,-3.58,-7.7,-8.03,-11.08,-15.53,-10.42,-5.27,-7.5,-5.28,-10.05,-7.51,-7.23,-4.84,-10.14,-7.12,-12.5,-6.88,-7.92
193705,-0.32,-0.32,-0.03,-0.72,-11.05,-3.55,-0.57,1.62,2.31,-3.24,1.23,0.67,1.07,-1.04,-2.22,-1.5,-1.45,-2.04,-0.28,-5.33,1.47,0.25,5.58,0.75,-3.92,-1.04,-4.81,2.23,-3.37,1.41
193706,-3.1,-7.06,-1.8,-7.92,-12.63,-4.34,-6.3,-4.15,-3.07,-6.21,-7.62,-2.21,-3.43,-0.58,-10.72,-6.36,-5.39,-9.82,-2.61,-5.29,1.36,0.34,-3.83,-4.96,-11.58,0.27,-1.49,-7.4,-4.95,-3.1
193707,3.41,7.92,7.13,14.39,7.79,8.7,6.56,4.11,5,10.06,11.9,12.77,9.73,9.57,12.94,6.67,9.91,2.61,8.45,19.29,3.24,0.37,9.39,9.78,4.35,8.07,10.47,5.85,16.22,3.01
193708,-2.42,-2.4,-2.2,-2.27,-5.43,-5.55,-3.6,1.07,-2.73,-4.13,-4.9,-5.74,-4.19,-6.45,-2.45,-6.77,-3.49,-0.56,-6.65,-10.2,-2.56,1.87,-0.33,-2.52,-7.02,-4.05,-4.3,-4.4,-15.08,0.31
193709,-10.67,-11.36,-3.9,-15.84,-21.56,-13.54,-9.98,-10.8,-9.52,-20.49,-19.85,-24.75,-15.7,-15.86,-12.76,-24.15,-17.88,-16.81,-13.22,-11.79,-2.14,-6.71,-9.9,-11.08,-16.18,-20.3,-14,-14.6,-14.66,-17.86
193710,-7.49,-9.93,-4.43,-10.66,-15.24,-7.01,-11.15,-3.57,-11.94,-13.67,-13.98,-17.23,-17.09,-7.03,-13.23,-11.3,2.12,-12.79,-6.92,-4.9,-5.38,-5.35,-7.63,-6.29,-14.2,-6.82,-7.03,-6.02,-8.36,-8.09
193711,-5.38,-3.31,-4.78,-19.5,-13.57,-8.3,-12.98,-5.14,-9.76,-15.28,-5.11,-8.54,-12.74,-2.16,-15.68,-6.06,-1.72,-11.1,-11.5,2.88,-3.61,-1.93,-10.42,-11.54,-7.19,-9.63,-14.61,-6.46,-7.42,-8.75
193712,-2.3,-7.13,-0.63,-12.11,-12.91,-5.32,-3.74,-2.41,0.89,-10.18,-8.47,-1.8,-4.14,-3.31,-16.28,9.64,-1.17,-10.45,-1.16,-10.69,-1.54,-1.14,0.62,-13.34,-8.23,-16.95,-6.28,-9.17,-6.99,-13.24
193801,3.94,-1.34,0.49,5.08,11.96,4.46,7.57,3.52,-1.67,9.19,-6.6,-0.87,-3.02,-3.57,12.03,-4.86,8.14,0.86,0.51,-5.7,-2.43,0.51,0.23,8.35,-2.06,5.73,6.03,0.65,-0.21,-0.19
193802,4.25,9.3,1.59,2.72,2.78,3.84,2.22,8.61,7.82,5.96,12.23,7.56,11.65,4.33,3.77,9.41,-2.57,1.73,9.49,3.64,-2.32,0.38,4.36,9.28,7.15,6.84,9.59,8.42,6.67,5.4
193803,-16.39,-24.62,-12.3,-31.36,-27.76,-21.51,-17.62,-14.43,-22.48,-25.85,-26.8,-30.26,-26.21,-30.83,-27.44,-28.99,-24.05,-31.8,-25.14,-19.6,-17.43,-4.54,-20.32,-18.53,-34.6,-23.93,-22.1,-23.56,-25.19,-24.05
193804,13.54,12.09,10.12,23.05,22.5,18.31,10.66,11.81,6.9,12.22,22.12,16.22,14.86,17.16,14.76,26.5,16.33,15.85,15.92,14.77,13.46,2.38,15.91,12.33,11.86,13.91,16.22,15.84,16.54,14.96
193805,-0.28,-3.24,1.65,-7.38,-3.52,-1.83,-5.72,1.71,-3.63,-7.26,-9.4,-10.73,-9.33,-3.47,-6.86,-6.58,-3.14,-8.58,-5.8,2.21,0.83,35.74,-2,-1.9,-4.8,-4.12,-3.89,-2.42,-5.12,-8.6
193806,12.7,17.94,11.36,30.93,32.75,14.12,14.68,10.07,29.95,37.28,40.98,41.26,34.15,31.02,36.01,25.01,18.99,28.88,21.93,16.9,12.42,4.27,19.64,21.12,27,27.03,24.07,16.31,26.37,32.12
193807,4.67,11.62,7.7,4.05,10.58,9.53,12.82,5.81,6.12,16.64,8.44,6.51,5.1,4.79,20.41,8.88,9.62,10.49,7.37,0.69,1.29,21.41,8.27,4.1,11.61,8.58,8.99,13.2,8.93,10.89
193808,-4.83,-4.97,-2.15,3,-7.6,-0.49,-4.61,0.36,0.38,-6.98,1.46,-3.39,-5.27,-0.44,5.76,-6.23,-1.59,-5.25,-8.85,-5.53,0.28,-3.55,-2.81,-4.26,-5.3,-5.45,-2.35,-3.37,-4.07,-0.35
193809,0.04,-0.95,1.32,-1.13,-2.38,0.68,2.26,-0.03,2.68,-1.11,1.34,2.14,0.8,2.2,0.63,-1.74,-1.94,-4.12,0.84,1.21,0.83,-4.8,0.2,0.29,-1.7,-0.03,0.09,-1.38,0.03,2.43
193810,5.2,16.36,3.76,13.46,9.11,9.7,3.14,5.62,6.86,9.48,9.68,14.04,8.01,12.17,7.07,24.9,4.93,8.29,-1.64,21.08,3.55,3.76,5.3,8.79,14.27,8.78,8.04,6.79,9.41,3.99
193811,-3.05,2.59,-1.13,-1.88,-6.35,-3.27,-5.2,1.5,-0.26,-5.79,-4.35,-0.79,-4.42,-5.84,-1.49,4.33,-1.96,-3.09,-0.02,-6.95,0.71,-6.04,-0.52,-5.12,-1.85,2.33,-0.37,1.48,-1.37,5.12
193812,3.45,-4.58,2.9,-0.57,-1.07,1.22,-0.04,0.85,5.66,2.2,5.73,4.65,3.7,2.96,2.19,14.32,1.72,0.72,4.9,3.95,2.57,-5.11,3.35,5.14,11.98,9.17,0.99,-0.99,0.86,11.33
193901,-1.74,-8.89,-1.83,-12.32,-6.16,-1.24,3.52,-0.95,-6.55,-5.49,-10.87,-12.89,-8.57,-7.9,-8.39,-11.3,-4.87,-10.25,-6.25,1.22,1.82,-7.55,-6.55,-7.92,-11.05,-9.56,-2.98,-6.64,-6.09,-11.1
193902,3.81,8.63,-0.36,3.57,0.92,2.23,3.17,3.71,1.06,2.47,3.1,4.46,5.21,3.84,7.35,4.12,-1.81,4.94,-1.24,8.77,3.52,4.03,0.29,1.03,7.98,1.22,6.24,5.59,4.26,0.73
193903,-5.41,-14.42,-4.12,-21.06,-20.18,-6.32,-7.05,-4.32,-8.07,-14.82,-21.31,-21.15,-17.2,-17.86,-17.79,-24.2,-9.45,-17.84,-8.22,-13.62,-2.2,-15.47,-8.29,-12.26,-17.73,-10.93,-9.49,-14.38,-11.93,-18.74
193904,1.7,-1.97,-0.73,1.53,4.84,1.21,-0.57,1,-1.72,-1.61,-0.97,-2.91,-1,-0.53,0.58,3.36,0,-1.03,-1.06,3.03,2.75,2.59,-7.27,-0.07,-2.31,0.33,-0.16,1,-3.28,-1.53
193905,6.27,6.29,4.02,13.98,8.94,6.33,2.72,5.48,6.26,8.43,11.23,7.55,9.18,7.17,8.11,9.06,2.22,4.41,2.53,6.6,5.55,2.79,10.74,5.08,9.52,6.44,11.55,3.8,8.91,10.45
193906,-3.06,-4.98,-0.09,-11.53,-7.91,-1.02,0.55,1.09,-2.69,-4.48,-9.29,-9.86,-8.76,-8.99,-6.58,-10.38,-4.65,-10.31,-6.09,-3.56,-3.8,-9.37,-5.88,-4.06,-9.61,1.68,-2.7,-5.64,-5.34,-10.29
193907,7.05,4.32,3.79,16.92,9.69,8.88,7.73,3.08,10.42,16.55,13.7,18.79,11.25,16.25,17.15,12.93,10.99,10.45,2.97,12.71,6.51,-28.46,9.58,8.95,13.32,7.51,8.8,1.71,11.07,18.91
193908,-7.55,-9.2,-6.5,-15.81,-14.1,-5.81,-7.19,-5.42,-2.44,-10.71,-12.03,-8.62,-10.45,-8.35,-6.97,-11.81,-6.09,-6,-3.88,-6,-4.18,-17.49,-7.51,-3.74,-11.13,-9.76,-7.21,-11.68,-9.35,-7.69
193909,6.28,3.64,-3.04,-14.35,24.18,4.83,25.24,7.06,17.16,25.67,12.08,44.01,35.05,18.49,24.39,49.1,13.62,92.58,25.03,3.59,2.36,3.93,-0.95,25.29,41.59,4.3,1.55,1.99,12.29,0.86
193910,2.63,4.99,5.8,15.61,-1.98,3.74,-3.51,0.21,-3.06,1.07,2.77,-4.82,-5.27,-3,-1.91,3.27,2.23,-10.19,-3.85,2.11,3.05,6.02,4.48,-3.11,-4.53,2.26,5.83,4.67,-0.06,3.18
193911,-0.99,-3.64,1.75,-8.92,-12.17,-0.11,-0.74,1.22,-2.73,-5.85,-5.04,-9.64,-7.58,-3.18,-3.3,-10.45,-3.56,-21.4,-5.97,-1.49,0.97,-14.58,-1.22,-3.89,-7.01,-2.12,-2.3,-2.43,-0.42,-2.62
193912,2.96,-0.6,4.83,3.48,3.81,4.11,-2.63,3.77,4.56,2.89,1.9,2.17,5.79,4.69,3.95,6.4,-0.5,0.02,-0.08,2.95,2.87,-5.66,1.15,5.67,3.19,-8.51,3.21,-1.2,2.8,1.25
194001,1.46,1.63,2.33,1.11,1.97,3.3,1.2,-1.79,-2.72,0.06,-1.51,-9.43,-6.16,-4.97,-4.28,-6.46,-1.89,-4.09,-2.17,-0.05,-0.12,7.04,-2.35,-0.49,-4.59,-2.27,-0.96,1.48,0.59,3.99
194002,0.37,2.89,1.81,-0.45,1.13,1.5,1.06,1.48,2.68,0.18,-2.27,5.31,0.93,-0.06,2.26,2.22,0.23,5.16,0.94,-1.24,1.04,16.17,-1.78,3.11,1.45,4.1,2.49,3.06,0.41,2.4
194003,2.36,4.44,0.63,1.02,2.39,0.3,-1.58,1.9,2.43,1.38,1.22,0.69,3.28,4.37,3.42,1.94,1.75,2.07,1.71,1.74,1.16,5.8,-0.06,-0.61,3.23,4.98,3.03,6.74,2.5,2.41
194004,1.78,-0.81,2.15,-7.59,0.81,1.41,2.93,-0.31,0.72,-2.01,-0.83,0.71,0.17,-2.24,-0.78,-0.32,-1.25,1.8,0.16,-1.35,0.33,-2.9,0.36,6.95,-0.03,-2.03,-0.13,0.8,-0.9,-0.75
194005,-21.88,-28.17,-17.7,-32.04,-30.36,-22.61,-20.54,-21.19,-19.33,-27.86,-29.28,-22.55,-23.91,-21.24,-26.09,-19.67,-20.31,-27.96,-24.42,-19.92,-14.11,-34.8,-19.56,-25.81,-23.78,-30.72,-24.34,-23.62,-26.22,-32.32
194006,4.55,4.33,5.95,6.81,6.02,11.29,10.52,4.91,3.8,7.24,6.61,4.01,6.33,5.64,8.37,-3.62,0.66,15.05,5.58,17.43,8.72,2.04,-3.14,6.58,12.36,12.26,9.05,4.54,6.58,9.48
194007,0.6,10.2,-1.65,0.89,6.7,4.69,-4.68,-0.53,2.92,5.38,9.37,4.23,5.69,6.07,5.82,4.73,0.3,1.83,3.2,0.07,1.96,4.74,2.19,3.03,4.1,0.84,4.45,2.48,4.8,7.25
194008,1.12,1.71,1.24,3.05,-0.44,-4.04,2.27,-2.28,2.68,5.2,5.05,2.75,1.55,2.59,7.23,4.54,1.12,3.18,1.41,-1.03,-0.35,5.03,5.31,1.8,3.65,-1.08,2.97,-0.08,2.45,5.14
194009,2.25,4.34,2.38,3.07,2.08,5.04,3.27,4.61,3.23,6.04,3.96,5.57,6.91,3.83,2.93,2.82,5.95,6.76,-2.35,-2.19,1.66,5.93,5.26,1.46,2.57,12.48,3.21,3.84,-0.43,6.66
194010,-0.86,-1.09,-3.24,10.25,3.99,-8.92,0,-3,-0.57,4.01,2.49,12.82,8.62,1.94,4.33,5.6,4.39,1.45,6.36,3.82,1.61,-0.84,3.73,-0.77,4.92,0.12,0.06,1.55,6.42,-0.54
194011,-0.6,7.35,-2.51,8.51,-1.77,0.21,-0.18,-1.82,-5.11,-0.42,-2.58,1.73,0.35,-4.29,-0.55,2.41,7.02,-2.84,0.91,-13.06,0.61,4.23,0.97,-3.87,-2.83,-6.42,-2.21,6.74,0.22,-0.23
194012,0.84,-0.03,0.62,8.55,-1.35,2.52,-0.17,-0.23,1.94,-2.59,-1.77,1.62,0.88,0.07,-3.14,0.2,0.11,14.05,2.19,1.76,2.04,-1.67,-0.49,-0.38,1.01,-8.41,0.58,-3.21,-3.18,-2.88
194101,-1.64,-2.81,1.17,-1.93,0.35,-2.35,3.99,-2.18,-6.77,-2.45,-5.67,-9.94,-6.09,-2.69,-9.53,-6.82,-2,-8.8,-2.05,-2.15,-2.09,-2.65,-2.2,-2.54,-1.48,1.42,-3.73,0.88,-1.2,3.53
194102,-2.59,-3.73,-2.31,0.57,-0.97,-4.63,-2.94,-4.68,-2.39,-0.95,-2.47,-1.53,-2.57,-0.24,1.52,-1.32,-1.11,-1.78,-0.67,-1.19,-2.22,-6.07,-0.54,-0.99,0.1,-4.47,-2.49,-2.2,-0.53,-2.55
194103,2.25,0.79,-2.77,1.38,1.76,4.74,0.39,1.76,1.69,3.58,-1.88,-0.55,0.38,-0.78,-1.53,1.29,1.63,1.4,3.75,-3.34,1.77,0.07,3,1,2.66,-1.13,1.2,3.01,0.06,-1.41
194104,-4.02,-8.57,-3.83,-3.08,-4.46,-4.41,-1.75,-5.21,-3.76,-8.1,-5.17,-7.42,-7.56,-9.3,-10.39,-6.04,-6.19,-3.38,1.46,-9.6,-6.34,1.83,-7.7,-7.26,-2.9,-1.36,-5.31,-1.23,-7.47,-8.58
194105,-0.91,6.04,-2.97,-4.63,-0.66,-1.54,-1.31,-1.45,3.66,-0.61,-0.25,6.02,4.37,-0.96,0.45,5.85,3.03,-0.67,5.52,-4.43,0.4,-5.13,0.81,-1.56,-1.44,-3.13,2.36,0.61,-2.2,0.57
194106,4.45,8.72,10.15,9.37,3.58,12.05,3.13,6.72,6.73,5.91,6.79,5.62,6.05,11.83,3.64,5.53,6,17.67,5.1,3.94,5.04,3.5,8.36,6.53,3.81,8.05,5.05,4.89,4.07,12.35
194107,6.36,12.51,2.64,13.85,4.58,4.31,8.42,8,5.88,9.56,6.98,7.54,8.53,0.25,4.65,8.05,7.56,22.83,10.91,5.3,-0.41,6.74,5.25,9.21,6.74,18.95,4.54,5.5,7.58,5.45
194108,1.35,11.21,-0.75,12.82,-2.43,0.73,-0.28,0.07,-0.61,-0.53,0.22,-1.56,-0.13,1.38,2.32,0.03,0.09,-1.96,-3.49,-2.07,1.05,-4.13,-0.67,-2.18,-0.67,2.19,2.38,1.98,0.37,2.33
194109,2.99,-1.12,0.45,-0.42,-2.31,-1.48,0.57,-0.22,-2.1,-0.81,-1.83,-5.1,-2.78,-2.01,3.91,-3.86,-3.34,-5.88,-0.61,-2.84,0.24,-1.13,1.94,0.92,-3.56,-3.38,0.51,-2.51,0.5,-0.02
194110,-4.6,-1.34,-13.04,-2,-8.04,-3.66,-3.86,-3.69,-6.35,-4.16,-11.05,-5.82,-7.33,-12.42,-7.88,-5.48,-7.48,-5.97,2.28,-9.66,-2.72,-4.64,-5.17,-6.43,-2.63,-8.69,-5.2,-2.27,-6,-3.11
194111,-0.5,0.67,-9.61,2.51,-5.94,-3.9,-1.03,-2.93,0.61,-2.92,-0.43,-2.23,-3.06,-2.35,-3.42,-0.26,0.64,-1.78,3.18,-6.67,-4.03,12.29,-1.42,-8.44,-2.19,0.48,-4.6,-1.63,-2.57,-3.37
194112,-5.07,-6.46,-0.94,-3.15,-14.38,-6.8,-0.98,-1.6,0.78,-7.12,-0.09,6.78,0.88,0.44,-12.88,0.95,-2.41,-4.33,-11.18,-7.49,-8.6,-25.62,0.5,-12.54,-5.86,-5.63,-9.91,-6.39,-7.51,-10.89
194201,-0.66,5.61,6.76,5.3,14.51,-3.61,10.77,-3.01,-8.02,6.88,2.9,0.25,4.21,2.48,6.39,-2.47,6.06,3.34,-1.7,4.05,-1.39,10.96,-2.07,6.45,12.36,1.75,0.57,3.4,5.7,10.73
194202,-6.99,-1.72,-4.31,1.09,-0.91,-4.65,-2.14,-5.36,-4.99,-0.75,-1.37,-0.51,-2.58,-2.84,5.38,0.33,-2.1,-0.66,-5.89,-2.46,-0.58,-1.7,-1.72,-0.88,-2.67,4.2,-2.04,-0.19,0.2,-3.22
194203,-7.04,-4.72,-13.2,-4.26,-0.15,-2.22,-2.58,-5.55,-8.2,-3.56,-3.87,-4.53,-6.26,-6.4,1.46,-2.88,-11.2,-3.13,-8.3,-12.14,-6.92,-11.97,-6.05,-4.68,-9.54,-1.24,-7.26,-1.67,-6.25,-3.96
194204,-2.53,-6.7,-5.46,-5.65,-1.75,1.65,-9.7,-4.46,-1.86,-5.89,-4.08,-7.37,-5.04,-4.01,-4.18,-10.46,-4.51,-6.95,-3.54,-3.43,-7.33,-1.68,-2.89,-3.46,-0.92,-7.43,-5.91,-3.77,-1.68,-0.97
194205,7.53,9.82,13.09,9.4,3.94,0.61,2.31,14.66,4.64,6.65,5.91,-2.94,3.9,8.39,10.33,-3.69,5.07,-0.71,6.83,8.38,7.69,4.69,6.72,4.74,0.85,5.06,11.99,0.55,8.44,4.09
194206,4.38,2.77,2.1,3.21,6.6,3.91,3.01,2.83,4.93,1.77,2.33,3.45,3.65,2.83,1.58,-0.36,3.91,1.56,4.43,1.67,-2.25,-5.09,8.03,2.61,1.2,1.29,2.56,1.2,2.03,2.32
194207,1.97,7.29,1.93,9,4.57,4.69,3.77,1.57,0.97,5.56,3.55,3.78,3.23,1.3,2.33,5.19,4.84,6.79,6.01,-0.46,4.45,-0.12,2.73,-0.15,7.33,10.73,4.71,12.1,5.42,2.57
194208,1.63,7.36,-2.43,0.01,3.9,0.9,1.27,2.4,0.97,2.87,-0.23,1.37,-0.24,1.76,2.59,5.18,-0.22,0.43,3.54,0.76,2.46,-0.76,-1.39,1.32,3.68,2.78,1.64,2.87,1.84,-0.57
194209,0.66,4.92,-3.55,3.87,0.54,1.77,1.73,0.23,4.69,3.58,3.43,1.4,3.56,5.27,2.82,3.77,1.1,4.88,2.31,5.8,2.01,5.23,4.85,0.84,4.23,1.76,0.59,1.66,2.18,5.43
194210,4.39,-0.62,5.42,6.76,11.71,7.01,2.26,4.1,6.6,5.6,6.46,6.77,7.46,7.07,6.04,7.2,9.83,5.76,9.63,15.1,6.16,11.81,4.55,5.11,8.65,4.33,0.43,4.74,9.23,0.64
194211,4.95,0.19,-1.28,-1.78,0.58,-0.9,-1.73,1.55,0.63,3.17,2.34,-7.02,-1.22,0.94,-0.37,-9.55,-2.14,-7.28,0.96,-1.33,2.6,8.78,4.2,0.8,-3.69,1.84,6.78,4.25,2.79,6.46
194212,3.72,4.81,6.22,7.71,1.81,-0.48,7.89,8.66,6.04,5.75,6.59,3.66,8.12,6.63,8.95,3.03,5.4,1.45,7.51,4.33,0.32,-3.9,5.05,3.88,3.5,9.33,2.63,-2.77,5.15,2.56
194301,8.06,7.4,12.25,2.13,14.53,6.6,6.63,2.44,4.56,8.91,6.52,9.42,5.45,11.89,5.07,11.09,8.47,10.52,6.33,14.66,3.75,16.39,5.43,11.42,7.24,4.02,6.84,15.34,6.59,9.03
194302,4.06,5.54,0.31,11.3,17.92,8.71,7.5,3.61,2.26,7.29,7.39,5.89,7.86,4.61,7.75,9.17,4.75,11.36,7.84,7.84,8.78,10.2,0.76,3.99,10.58,11.45,2.83,4.14,9.23,1.58
194303,4.03,9.63,2.94,24.72,12.58,2.53,4.96,4.53,2.58,10.06,7.12,8.32,6.99,7.48,5.92,10.07,8.73,15.16,6.9,4.65,0.59,27.04,7.2,4.8,9.15,12.44,8.51,9.21,9.61,6.03
194304,0.46,9.68,1.09,1.46,8.58,1.06,-2.14,1.37,-0.83,1.03,-1.29,-4.05,-0.86,1.33,0.87,-0.51,-1.56,12.57,0.82,3.98,4.13,0.93,0.76,-0.89,3.44,7.73,1.58,8.57,1.49,1.59
